name_restaurant,direction,amount_ratings,amount_ratings_excellent,amount_ratings_vgood,amount_ratings_average,amount_ratings_poor,amount_ratings_terrible,price_range,category_1,category_2,category_3
"Mul's Diner, Boston","75 W Broadway, Boston, MA 02127-1015",(111),66,23,5,4,0,$,American,Diner,Vegetarian Friendly
"Ristorante Fiore, Boston","250 Hanover St, Boston, MA 02113-2303",(616),217,195,97,44,33,$$ - $$$,Italian,Vegetarian Friendly,Vegan Options
"Legal Test Kitchen, Boston","225 Northern Ave Seaport, Boston, MA 02210-2052",(805),249,285,164,52,28,$$ - $$$,American,Bar,Seafood
"sweetgreen, Boston","372 Congress St, Boston, MA 02210",(94),52,21,5,2,1,$,Healthy,Vegetarian Friendly,Vegan Options
"Legal Oysteria, Boston","10 City Sq, Boston, MA 02129-3740",(147),63,48,11,12,2,$$ - $$$,American,Bar,Seafood
"Outlook Kitchen, Boston","70 Sleeper St Envoy Hotel, Boston, MA 02210",(137),74,36,8,4,5,$$ - $$$,American,Bar,Vegetarian Friendly
"Regina Pizzeria, Boston","1330 Boylston St, Boston, MA 02215-4229",(77),39,21,6,0,0,$,Italian,Pizza,Fast Food
Cafeteria Boston,"279A Newbury St, Boston, MA 02116-2402",(373),109,142,70,14,17,$$ - $$$,American,Bar,Vegetarian Friendly
"Masa, Boston","439 Tremont St, Boston, MA 02116-6304",(273),103,110,34,12,9,$$ - $$$,Mexican,Latin,Spanish
"Star Market, Boston","53 Huntington Ave, Boston, MA 02199-7658",(112),55,28,5,4,3,$,Vegetarian Friendly,Vegan Options,Gluten Free Options
"Empire Restaurant and Lounge, Boston","1 Marina Park Dr Use 55 Nothern Ave for Gps Purposes, Boston, MA 02210-1832",(272),104,95,35,11,13,$$ - $$$,Japanese,Sushi,Asian
"Crush Pizza, Boston","107 State St, Boston, MA 02109-2908",(117),61,32,8,3,4,$,Italian,Pizza,Fast Food
The Westin Boston Waterfront,"425 Summer St # 0, Boston, MA 02210-1719",(150),66,43,16,8,2,$$ - $$$,American,Gluten Free Options,
"Pho Pasteur, Boston","682 Washington St, Boston, MA 02111-1614",(438),114,162,55,21,17,$,Asian,Vietnamese,Soups
"Tavern in the Square, Boston","120 Beverly St, Boston, MA 02114-2133",(165),63,61,17,5,4,$$ - $$$,American,Bar,Pub
"Barking Crab, Boston","88 Sleeper St, Boston, MA 02210-1226","(2,477)",643,810,366,173,133,$$ - $$$,American,Bar,Seafood
"Joe's American Bar & Grill, Boston","100 Atlantic Ave, Boston, MA 02110-3618",(883),238,289,139,61,39,$$ - $$$,American,Bar,Seafood
224 Boston Street,"224 Boston St, Boston, MA 02125-1609",(159),64,68,16,7,3,$$ - $$$,American,,
"Rock Bottom Restaurant & Brewery, Boston","115 Stuart St, Boston, MA 02116-5609",(758),194,257,136,54,34,$$ - $$$,American,Bar,Pub
"Monument Restaurant and Tavern, Boston","251 Main St, Boston, MA 02129-2914",(55),34,17,3,0,0,$$ - $$$,American,Bar,Pub
"Angela's Cafe - Eagle Hill, Boston","131 Lexington St Eagle Hill, Boston, MA 02128-1604",(80),54,11,3,3,1,$$ - $$$,Mexican,Latin,Cafe
"Mast's, Boston","45 Province St, Boston, MA 02108-4124",(144),57,33,19,8,4,$$ - $$$,Italian,Pizza,Neapolitan
"The Mission Bar & Grill, Boston","724 Huntington Ave, Boston, MA 02115-6313",(108),33,51,14,2,0,$$ - $$$,American,Bar,Pub
"Beantown Pho & Grill, Boston","272 Newbury St, Boston, MA 02116-2419",(79),41,28,4,1,1,$,Asian,Vietnamese,Vegetarian Friendly
"MET Back Bay, Boston","279 Dartmouth St, Boston, MA 02116-2805",(479),121,184,67,27,32,$$ - $$$,American,Bar,Vegetarian Friendly
"Bastille Kitchen, Boston","49 Melcher St, Boston, MA 02210-1514",(168),73,50,27,9,3,$$$$,French,European,Vegan Options
"The Gardner Cafe, Boston","280 Fenway, Boston, MA 02115-5809",(187),62,74,19,7,7,$$ - $$$,American,Cafe,Vegetarian Friendly
"Rosa Mexicano, Boston","155 Seaport Blvd, Boston, MA 02210-2698",(443),133,138,79,44,25,$$ - $$$,Mexican,Latin,Vegetarian Friendly
"Woody's Grill and Tap, Boston","58 Hemenway St, Boston, MA 02115-2910",(128),62,48,5,2,3,$$ - $$$,American,Bar,Pizza
"Sophia's Grotto, Boston","22R Birch St Roslindale, Boston, MA 02131-3008",(93),43,43,5,2,0,$$ - $$$,Italian,Pizza,Mediterranean
"Jeveli's Restaurant, Boston","387 Chelsea St, Boston, MA 02128-1494",(211),86,83,23,9,6,$$ - $$$,Italian,Vegetarian Friendly,
"Terramia Ristorante, Boston","98 Salem St, Boston, MA 02113-2222",(239),127,59,24,10,10,$$ - $$$,Italian,Contemporary,Vegetarian Friendly
Tico Boston,"222 Berkeley St, Boston, MA 02116-3748",(257),84,105,29,19,6,$$ - $$$,Latin,Bar,Spanish
"The Langham Hotel, Boston","250 Franklin St, Boston, MA 02110-2807",(120),66,26,9,5,2,$$$$,Gluten Free Options,,
"Milk Street Cafe, Boston","50 Milk St Lobby C, Boston, MA 02109-5003",(82),49,25,3,1,1,$$ - $$$,American,Pizza,Cafe
"Lone Star Taco Bar, Boston","479 Cambridge St, Boston, MA 02134-2019",(104),64,28,7,1,2,$,Mexican,Southwestern,Vegetarian Friendly
"The Gallows, Boston","1395 Washington St, Boston, MA 02118-2009",(186),72,70,24,10,3,$$ - $$$,American,Bar,International
"Drink, Boston","348 Congress St, Boston, MA 02210-1204",(258),130,64,32,17,11,$$ - $$$,American,Bar,
"Rina's, Boston","371 Hanover St, Boston, MA 02113-1929",(95),51,21,7,3,3,$,Italian,Pizza,Vegetarian Friendly
"Buttermilk & Bourbon, Boston","160 Commonwealth Ave, Boston, MA 02116-2707",(132),58,49,12,9,3,$$ - $$$,American,Vegetarian Friendly,
"Pizzeria Regina, Boston","1 Faneuil Hall Market Pl Ste 36, Boston, MA 02109-6117",(197),72,58,27,9,4,$,Italian,Pizza,Fast Food
"Hojoko, Boston","1271 Boylston St The Verb Hotel, Boston, MA 02215-3410",(212),98,49,28,14,10,$$ - $$$,Bar,International,Vegetarian Friendly
"California Pizza Kitchen, Boston","800 Boylston St Suite 155,Prudential Center, Boston, MA 02199",(427),92,153,85,12,16,$$ - $$$,Italian,American,Pizza
"Sip Wine Bar and Kitchen, Boston","581 Washington St, Boston, MA 02111-1718",(234),72,98,35,10,7,$$ - $$$,American,Sushi,Wine Bar
"jm Curley, Boston","21 Temple Pl, Boston, MA 02111-1305",(176),76,65,8,7,4,$$ - $$$,American,Bar,Pub
"Quincy's Place, Boston","Quincy Market Lower Level, Boston, MA 02109-1634",(137),37,28,7,2,3,$,,,
"The Butcher Shop, Boston","552 Tremont St, Boston, MA 02118-3717",(260),109,74,34,17,2,$$ - $$$,American,Wine Bar,Gluten Free Options
BEERWORKS No. 1 (Boston - Fenway),"61 Brookline Ave, Boston, MA 02114",(527),161,200,94,25,24,$$ - $$$,American,Bar,Pub
"Metropolis Cafe, Boston","584 Tremont St, Boston, MA 02118-1603",(184),82,65,19,5,3,$$ - $$$,American,Vegetarian Friendly,Gluten Free Options
"West on Centre, Boston","1732 Centre St West Roxbury, Boston, MA 02132-1536",(134),60,52,16,5,1,$$ - $$$,American,Bar,Vegetarian Friendly
"Lulu's Allston, Boston","421 Cambridge St, Boston, MA 02134-1788",(90),35,42,5,1,0,$$ - $$$,American,Bar,Pub
"Five Horses Tavern - South End, Boston","535 Columbus Ave, Boston, MA 02118-3410",(188),71,71,26,6,3,$$ - $$$,American,Bar,Pub
"Rabia's Restaurant, Boston","73 Salem St, Boston, MA 02113-2215",(444),179,134,59,17,29,$$ - $$$,Italian,Vegetarian Friendly,Gluten Free Options
"21st Amendment, Boston","150 Bowdoin St, Boston, MA 02108-2796",(119),56,42,10,2,2,$$ - $$$,American,Bar,Pub
"Moonshine 152, Boston","152 Dorchester Ave, Boston, MA 02127-1053",(79),54,14,9,0,0,$$ - $$$,American,Bar,Vegetarian Friendly
"Mooncusser Fish House, Boston","304 Stuart St, Boston, MA 02116-5242",(85),59,14,7,1,1,$$$$,American,Seafood,Gluten Free Options
"Miel Brasserie Provencale, Boston","510 Atlantic Ave, Boston, MA 02210-2210",(360),162,79,58,18,15,$$$$,French,Vegetarian Friendly,Gluten Free Options
"Chart House, Boston","60 Long Wharf, Boston, MA 02110-3602","(1,467)",524,417,179,105,84,$$$$,American,Seafood,Soups
"Casa Razdora, Boston","115 Water St, Boston, MA 02109-4823",(66),55,6,0,0,0,$,Italian,Vegetarian Friendly,
"Salty Dog Seafood Grille & Bar, Boston","206 Faneuil Hall Market Pl, Boston, MA 02109-1634",(620),184,207,115,41,23,$$ - $$$,American,Bar,Seafood
"Eagle's Deli, Boston","1918 Beacon St, Boston, MA 02135-7701",(133),56,49,8,4,0,$,American,Deli,
"Anthem Kitchen & Bar, Boston","101 S Market St, Boston, MA 02109-6201",(569),141,217,104,29,27,$$ - $$$,American,Bar,Contemporary
"Tiger Mama, Boston","1363 Boylston St, Boston, MA 02215-3941",(209),85,57,39,14,9,$$ - $$$,Asian,Thai,Vietnamese
"Santouka Back Bay, Boston","66 Hereford St, Boston, MA 02115-2802",(56),24,14,6,0,0,$$ - $$$,Japanese,Asian,Soups
"Blue Dragon, Boston","324 A St Waterfront/Fort Point, Boston, MA 02210-1703",(281),125,80,42,21,11,$$ - $$$,Asian,Vegetarian Friendly,Vegan Options
"Tres Gatos, Boston","470 Centre St Jamaica Plain, MA, Boston, MA 02130-2056",(134),67,43,10,3,4,$$ - $$$,Spanish,Vegetarian Friendly,Vegan Options
"Venezia, Boston","20 Ericsson St, Boston, MA 02122-3695",(154),78,42,18,8,6,$$$$,Italian,Seafood,Vegetarian Friendly
"Dumpling Cafe, Boston","695 Washington St, Boston, MA 02111-1611",(283),78,104,35,12,13,$,Chinese,Asian,Taiwanese
"Temazcal Cantina, Boston","250 Northern Ave, Boston, MA 02210-2027",(302),87,120,43,19,22,$$ - $$$,Mexican,Southwestern,Latin
"75 on Liberty Wharf, Boston","220 Northern Ave, Boston, MA 02210-2066",(267),96,84,47,19,13,$$ - $$$,American,Bar,Vegetarian Friendly
"Ariana Restaurant - Cuisine From Afghanistan, Boston","384 Western Ave, Boston, MA 02135-1011",(52),37,10,2,1,0,$$ - $$$,Middle Eastern,Afghani,Vegetarian Friendly
"Lucky's Lounge, Boston","355 Congress St, Boston, MA 02210-1828",(186),64,68,38,10,3,$$ - $$$,American,Bar,Pub
"Capo Restaurant, Boston","443 W Broadway, Boston, MA 02127-2218",(112),53,36,15,4,2,$$ - $$$,Italian,Vegetarian Friendly,Vegan Options
"Tasca Restaurant, Boston","1612 Commonwealth Avenue, Boston, MA 02135",(208),100,74,15,5,6,$$ - $$$,Mediterranean,Spanish,Vegetarian Friendly
The Palm Boston,"1 International Pl Ste 190, Boston, MA 02110",(310),121,86,53,18,17,$$$$,American,Steakhouse,Gluten Free Options
"P.F. Chang's, Boston","8 Park Plaza Space D-6 Spc D-6, Boston, MA 02116",(442),138,114,71,43,23,$$ - $$$,Chinese,Asian,Cantonese
"Tia's, Boston","200 Atlantic Ave, Boston, MA 02110-3628",(483),108,173,88,35,33,$$ - $$$,American,Bar,Seafood
"blu, Boston","4 Avery St 4 TH Floor Ritz-Carlton, Boston Common, Boston, MA 02111-1005",(153),55,61,18,11,5,$$$$,American,Contemporary,Vegetarian Friendly
"Ward 8, Boston","N Washington St, Boston, MA",(122),37,48,24,4,2,$$ - $$$,American,Bar,Gluten Free Options
"Back Deck, Boston","2 West St At Corner of Washington Street, Boston, MA 02111-1204",(515),109,174,105,42,20,$$ - $$$,American,Bar,Grill
"Genki Ya, Boston","232 Tremont St, Boston, MA 02116-4706",(107),45,33,8,3,3,$$ - $$$,Japanese,Sushi,Asian
"Bar 10, Boston","10 Huntington Ave, Boston, MA 02116",(161),51,54,33,8,3,$$ - $$$,American,Bar,Gluten Free Options
"Piperi Mediterranean Grill, Boston","1 Beacon St, Boston, MA 02108-3107",(79),54,16,3,1,1,$,Fast Food,Mediterranean,Greek
"Mezcala Tex Mex Grill, Boston","7 N Market St Faneuil Hall Marketplace, Boston, MA 02109-6200",(249),70,82,55,14,12,$$ - $$$,Mexican,Southwestern,Bar
"Nebo, Boston","520 Atlantic Ave, Boston, MA 02210-2210",(451),135,135,74,25,26,$$ - $$$,Italian,Vegetarian Friendly,Gluten Free Options
"dbar, Boston","1236 Dorchester Ave, Boston, MA 02125-1504",(76),45,21,5,1,1,$$ - $$$,American,Bar,Gastropub
"BEERWORKS No. 3 Canal, Boston","112 Canal St, Boston, MA 02114-1805",(286),97,90,43,12,18,$$ - $$$,American,Bar,Pub
"Lo Conte's Italian Cuisine, Boston","116 Salem St, Boston, MA 02113-1706",(219),99,65,25,16,12,$$ - $$$,Italian,Vegetarian Friendly,Gluten Free Options
"The Smoke Shop BBQ - Seaport, Boston","343 Congress Street, Boston, MA 02210",(74),34,17,10,5,0,$$ - $$$,American,Barbecue,Gluten Free Options
"Scholars American Bistro and Cocktail Lounge, Boston","25 School St, Boston, MA 02108-4305",(159),40,66,26,8,2,$$ - $$$,American,Bar,Pub
"Bukowskis Tavern, Boston","50 Dalton St Ste 4, Boston, MA 02115-3129",(175),56,69,28,7,3,$,American,Bar,Pub
"Parla, Boston","230 Hanover Street, Boston, MA 02113-2303",(100),65,18,5,2,6,$$ - $$$,Contemporary,Fusion,Vegetarian Friendly
"City Tap House, Boston","10 Boston Wharf Rd, Boston, MA 02210-1838",(130),49,53,15,7,4,$$ - $$$,American,Bar,Pub
"El Oriental de Cuba, Boston","416 Centre St, Boston, MA 02130-1876",(82),40,27,10,1,1,$$ - $$$,Caribbean,Latin,Spanish
"Tavern at the End of the World, Boston","108 Cambridge St Charlestown, Boston, MA 02129-1227",(82),27,39,8,1,0,$$ - $$$,Irish,Bar,Pub
"Ten Tables, Boston","597 Centre St, Boston, MA 02130-2025",(184),95,43,23,15,4,$$ - $$$,American,Vegetarian Friendly,Gluten Free Options
"Rincon Limeno, Boston","409 Chelsea St, Boston, MA 02128-1482",(69),45,18,3,1,1,$$ - $$$,Peruvian,Latin,Seafood
"Filippo Ristorante, Boston","283 Causeway St, Boston, MA 02114-2105",(245),100,69,24,16,18,$$ - $$$,Italian,Vegetarian Friendly,
"Cheers Fanueil Hall, Boston","Quincy Market, Boston, MA 02109","(1,104)",209,348,295,100,49,$$ - $$$,American,Bar,Pub
"Massimino's Cucina Italiana, Boston","207 Endicott St, Boston, MA 02113-1506",(434),194,111,38,29,44,$$ - $$$,Italian,Vegetarian Friendly,Vegan Options
Audubon Boston,"838 Beacon St, Boston, MA 02215-3127",(90),36,45,7,1,0,$$ - $$$,American,Bar,International
"M.J. O'Connor's Irish Pub, Boston","425 Summer St The Westin Boston Waterfront, Boston, MA 02210-1719",(449),103,173,103,30,18,$$ - $$$,American,Irish,Bar
by CHLOE. - Boston Seaport,"107 Seaport Blvd, Boston, MA 02210",(61),37,17,4,1,1,$$ - $$$,American,Healthy,Vegetarian Friendly
"Harborside Grill, Boston","101 Harborside Dr, Boston, MA 02128-2918",(196),58,81,30,11,5,$$ - $$$,American,Bar,Pub
"Bar Lyon, Boston","1750 Washington St, Boston, MA 02118-1831",(46),34,10,1,0,1,$$ - $$$,French,European,
"Billy's Sub Shop, Boston","57 Berkeley St, Boston, MA 02116-6202",(66),34,19,2,0,1,$,American,Deli,
"Thai Basil Restaurant, Boston","132 Newbury St, Boston, MA 02116-2904",(179),49,76,20,5,6,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Stephanie's on Newbury, Boston","190 Newbury St, Boston, MA 02116-2811","(1,463)",441,504,264,100,63,$$ - $$$,American,Contemporary,Vegetarian Friendly
"Cornish Pasty Co., Boston","51A Massachusetts Ave, Boston, MA 02115-1405",(48),36,9,2,1,0,$$ - $$$,Bar,British,Pub
"Mare Oyster Bar, Boston","3 Mechanic St off Hanover street, Boston, MA 02113-2336",(176),91,36,18,13,8,$$$$,Italian,Seafood,Gluten Free Options
"Pasta Beach, Boston","30 Rowes Wharf, Boston, MA 02110-3345",(298),90,92,37,13,18,$$ - $$$,Italian,Pizza,Vegetarian Friendly
Boston Chops,"52 Temple Pl, Boston, MA 02111-1363",(60),35,13,2,4,0,$$$$,American,Steakhouse,
"Mida, Boston","782 Tremont St, Boston, MA 02118-1050",(80),51,15,8,2,2,$$ - $$$,Italian,Vegetarian Friendly,Vegan Options
"Tuscan Kitchen, Boston","64 Seaport Blvd, Boston, MA 02210-2042",(119),59,28,21,5,2,$$$$,Italian,Tuscan,Central-Italian
"Beacon Hill Bistro, Boston","Beacon Hill 25 Charles St. Beacon St., Boston, MA 02114",(219),89,64,24,16,11,$$ - $$$,Vegetarian Friendly,Gluten Free Options,
"Winsor Dim Sum Cafe, Boston","10 Tyler St between Beach St & Kneeland, Boston, MA 02111-1904",(206),72,81,27,8,4,$,Chinese,Asian,Cantonese
"J. Pace & Son, Boston","1 Park Lane, Boston, MA 02210",(80),47,22,7,0,1,$,American,Deli,Vegetarian Friendly
"Assaggio, Boston","29 Prince St and Hanover Street, Boston, MA 02113-1821",(99),61,16,11,3,3,$$ - $$$,Italian,Southern-Italian,Vegetarian Friendly
"pellino's, Boston","2 Prince St, Boston, MA 02113-2409",(256),111,77,34,8,14,$$ - $$$,Italian,Vegetarian Friendly,
"Vinoteca di Monica, Boston","143 Richmond St, Boston, MA 02109-1414",(319),144,85,29,20,31,$$ - $$$,Italian,Vegetarian Friendly,Vegan Options
"Brassica Kitchen And Cafe, Boston","3710 Washington St, Boston, MA 02130-3701",(51),37,11,1,1,0,$$ - $$$,American,Vegetarian Friendly,Vegan Options
"Estragon, Boston","700 Harrison Ave Unit 109, Boston, MA 02118-2631",(105),51,37,11,1,3,$$ - $$$,Mediterranean,Spanish,Vegetarian Friendly
"Sauciety, Boston","425 Summer St The Westin Boston Waterfront, Boston, MA 02210-1719",(147),53,49,27,11,6,$$ - $$$,American,Vegetarian Friendly,Gluten Free Options
"Montien Thai Restaurant, Boston","63 Stuart St, Boston, MA 02116-4723",(220),71,94,31,8,6,$$ - $$$,Bar,Asian,Thai
"Ashmont Grill, Boston","555 Talbot Ave, Boston, MA 02124-3717",(92),46,28,14,2,0,$$ - $$$,American,Bar,International
"Rocco's Cucina & Bar, Boston","450 Commercial St, Boston, MA 02109-1021",(97),48,28,8,5,2,$$ - $$$,Italian,Pizza,Grill
"New Market Pizza & Grill, Boston","850 Massachusetts Ave, Boston, MA 02118-2604",(68),39,17,1,0,2,$,Italian,Pizza,Deli
"Mastro's Ocean Club, Boston","25 Fan Pier Blvd At 22 Liberty, Boston, MA 02210",(122),62,23,13,8,8,$$$$,American,Steakhouse,Seafood
"The Lansdowne Pub, Boston","9 Lansdowne St, Boston, MA 02215-3412",(153),64,52,11,5,11,$$ - $$$,American,Irish,Bar
"Bella Vista, Boston","288 Hanover St, Boston, MA 02113-1804",(305),134,66,33,24,28,$$ - $$$,Italian,Vegetarian Friendly,
"The Tap Trailhouse, Boston","19 Union St, Boston, MA 02108-2406",(144),61,46,11,12,4,$$ - $$$,American,Bar,Pub
"Aura, Boston","1 Seaport Ln, Boston, MA 02210-2013",(132),50,47,20,7,4,$$ - $$$,American,Contemporary,Vegetarian Friendly
"Il Molo, Boston","326 Commercial St, Boston, MA 02109-1124",(64),31,18,9,3,0,$$ - $$$,Seafood,Gluten Free Options,
"Democracy Brewing, Boston","35 Temple Pl, Boston, MA 02111-1305",(70),36,18,3,2,4,$$ - $$$,American,Brew Pub,Bar
"Earls Kitchen + Bar, Boston","800 Boylston Street Unit 107, Boston, MA 02199",(201),74,58,25,17,14,$$ - $$$,American,Bar,Fusion
"Mare Oyster Bar, Boston","223 Hanover Street/ 3 Mechanic Street, Boston, MA 02113-2310",(78),42,24,2,3,4,$$ - $$$,Italian,Seafood,Gluten Free Options
"Hard Rock Cafe, Boston","22 Clinton St # 24, Boston, MA 02109",(882),170,218,136,54,54,$$ - $$$,American,Bar,Vegetarian Friendly
"Hill Tavern, Boston","228 Cambridge St, Boston, MA 02114-2710",(120),37,46,18,2,3,$$ - $$$,American,Bar,Pub
"Fuji at Ink Block, Boston","352B Harrison Ave, Boston, MA 02118-2237",(46),24,10,2,0,1,$$ - $$$,Japanese,Seafood,Sushi
"Casa Romero, Boston","30 Gloucester St, Boston, MA 02115",(267),96,84,45,13,15,$$ - $$$,Mexican,Latin,Vegetarian Friendly
"Fajitas & 'Ritas, Boston","25 West St, Boston, MA 02111-1213",(232),51,91,50,16,11,$$ - $$$,Mexican,Southwestern,Bar
"Vintage Lounge, Boston","72 Broad St, Boston, MA 02110-3503",(75),41,18,6,3,5,$$ - $$$,American,Bar,Vegetarian Friendly
"J.P. Seafood Cafe, Boston","730 Centre St, Boston, MA 02130-2518",(73),39,24,7,1,1,$$ - $$$,Japanese,Seafood,Sushi
"GreCo, Boston","225 Newbury St, Boston, MA 02116-2522",(57),44,8,1,0,1,$,Fast Food,Greek,Vegetarian Friendly
"Ducali Pizzeria & Bar, Boston","289 Causeway Street North End, Boston, MA 02114",(124),47,45,10,3,4,$$ - $$$,Italian,Bar,Pizza
"Kashmir, Boston","279 Newbury St, Boston, MA 02116-2425",(348),81,126,57,33,25,$$ - $$$,Indian,Vegetarian Friendly,Vegan Options
"Kelly's Square Pub, Boston","84 Bennington St, Boston, MA 02128-1710",(44),25,19,0,0,0,$$ - $$$,Italian,American,Bar
"Devlin's Restaurant and Bar, Boston","332 Washington St, Boston, MA 02135-3319",(85),32,39,11,3,0,$$ - $$$,American,Bar,Vegetarian Friendly
"King & I, Boston","145 Charles St, Boston, MA 02114-3276",(155),44,60,26,8,3,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Hei La Moon, Boston","88 Beach St, Boston, MA 02111-2510",(291),64,109,46,22,12,$$ - $$$,Chinese,Asian,Cantonese
"Hennessy's, Boston","25 Union St, Boston, MA 02108-2406",(223),65,79,30,16,14,$$ - $$$,Irish,Bar,Pub
"Cafe Landwer, Boston","900 Beacon St Audubon Circle, Boston, MA 02215-3019",(52),25,17,3,2,1,$$ - $$$,Cafe,Middle Eastern,Israeli
"Shake Shack, Boston","77 Seaport Blvd, Boston, MA 02210-2041",(95),35,29,11,2,5,$,American,Fast Food,
"Darryl's Corner Bar and Kitchen, Boston","604 Columbus Ave, Boston, MA 02118-1059",(158),72,48,18,8,10,$$ - $$$,American,Cajun & Creole,Bar
"Milkweed, Boston","1508 Tremont St, Boston, MA 02120-2928",(34),17,13,1,0,0,$$ - $$$,American,Cafe,Vegetarian Friendly
Max Brenner Boston,"745 Boylston St, Boston, MA 02116-2636",(691),188,199,98,69,58,$$ - $$$,American,Vegetarian Friendly,Gluten Free Options
"Alcove, Boston","50 Lovejoy Wharf, Boston, MA 02114-2046",(59),33,14,10,1,1,$$ - $$$,American,Vegetarian Friendly,Gluten Free Options
"Wink & Nod, Boston","3 Appleton St, Boston, MA 02116-5238",(102),58,25,5,3,7,$$ - $$$,,,
"Haymarket Pizza, Boston","106 Blackstone St, Boston, MA 02109-1506",(51),31,14,2,1,0,$,Italian,Pizza,
"Citizen Public House & Oyster Bar, Boston","1310 Boylston St, Boston, MA 02215-4302",(173),70,56,20,13,8,$$ - $$$,American,Bar,Seafood
Boston and Maine Fish Co.,"200 Faneuil Hall Market Pl Inside Quincy Market Bldg., Boston, MA 02109-1634",(198),42,53,23,11,13,$$ - $$$,American,Seafood,Fast Food
"Aqua Pazza, Boston","135 Richmond St, Boston, MA 02109-1414",(51),36,7,2,2,0,$$ - $$$,Italian,Seafood,
"Dillon's Restaurant and Bar, Boston","955 Boylston St, Boston, MA 02115-3106",(278),70,104,58,17,17,$$ - $$$,American,Bar,Pub
"Elephant & Castle, Boston","161 Devonshire St, Boston, MA 02110",(426),80,144,106,29,19,$$ - $$$,American,Bar,British
"City Bar, Boston","65 Exeter St The Lenox Hotel, Boston, MA 02116-3505",(155),64,50,18,6,6,$$ - $$$,American,Bar,
"Penguin Pizza, Boston","735 Huntington Ave, Boston, MA 02115-6304",(81),43,25,4,3,0,$,Italian,American,Bar
